storage_type,storage_capacity,storage_form_factor,storage_interface,storage_nvme,motherboard_m2_slots,motherboard_pcie_slots,motherboard_form_factor,motherboard_ram_type,label
SSD,4000.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1}]",Micro ATX,DDR4,0
SSD,500.0,m.2-2280,m.2 pcie 3.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac26cf841c9bc5aa6224""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac26cf841c9bc5aa6225""}]",ATX,DDR3,0
SSD,1000.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3aca3ce32fbd0888391bf""}]",Mini ITX,DDR5,1
SSD,8000.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac3e81594acde48fdf08""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4, ""_id"": ""69b3ac3e81594acde48fdf09""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac3e81594acde48fdf0a""}]",ATX,DDR4,0
SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2260|2280|22110,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab74fe073ff824ef560a""}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab74fe073ff824ef560b""}, {""gen"": ""3.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ab74fe073ff824ef560c""}]",ATX,DDR4,0
SSD,512.0,m.2-2280,m.2 pcie 3.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ab8d81594acde48f9a37""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ab8d81594acde48f9a38""}]",ATX,DDR3,0
SSD,2000.0,m.2-2280,m.2 pcie 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abd1ce32fbd088832658""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3abd1ce32fbd088832659""}]",Micro ATX,DDR4,0
SSD,500.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab9c843b62bf624cc1d9""}]",Mini ITX,DDR4,1
SSD,1000.0,m.2-2280,m.2 pcie 3.0 x4,true,2230|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16}]",Micro ATX,DDR5,0
SSD,512.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac5f81594acde48fed7c""}]",Mini ITX,DDR4,1
SSD,500.0,m.2-2280,m.2 pcie 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 16, ""_id"": ""69b3ac3481594acde48fdcff""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac3481594acde48fdd00""}]",ATX,DDR4,0
SSD,512.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac98843b62bf624d277b""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac98843b62bf624d277c""}]",Micro ATX,DDR5,1
SSD,500.0,m.2-2280,m.2 pcie 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3aba64fd4af70a349c6e6""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3aba64fd4af70a349c6e7""}]",Micro ATX,DDR4,0
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac7dfe073ff824efc5c6""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac7dfe073ff824efc5c7""}]",Micro ATX,DDR5,1
SSD,2000.0,pcie,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac9c75ef0cf5df01aad9""}]",Mini ITX,DDR4,1
SSD,1000.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab704fd4af70a349b72a""}]",Mini ITX,DDR4,1
SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}]",Mini ITX,DDR5,1
SSD,500.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2260|2280,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}]",Micro ATX,DDR5,0
SSD,500.0,m.2-2280,m.2 pcie 4.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abd73722c3e205bd16c6""}]",Mini ITX,DDR3,0
SSD,256.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab93744e69396d55d390""}]",Mini ITX,DDR5,1
SSD,2000.0,m.2-2242,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3aba736a2b96d5d83b67e""}]",Micro ATX,DDR5,1
SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab8dce32fbd08883096f""}]",Mini ITX,DDR5,1
SSD,4000.0,m.2-2280,m.2 pcie 5.0 x4,true,22110,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab56ce32fbd08882f180""}]",Micro ATX,DDR4,1
SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac0e843b62bf624cea79""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac0e843b62bf624cea7a""}]",Micro ATX,DDR4,0
SSD,2000.0,m.2-2280,m.2 pcie 5.0 x4,true,22110,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab56ce32fbd08882f180""}]",Micro ATX,DDR4,1
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1}]",ATX,DDR5,0
SSD,4000.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""5.0"", ""quantity"": 4, ""lanes"": 16}]",EATX,DDR5,1
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abad7d50ea703048f617""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3abad7d50ea703048f618""}]",Micro ATX,DDR5,1
SSD,500.0,m.2-2280,m.2 pcie 4.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac8b81594acde4900a54""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac8b81594acde4900a55""}]",ATX,DDR3,0
SSD,256.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3aba63f8fd0c825ddf680""}]",Micro ATX,DDR5,1
SSD,256.0,m.2-2280,m.2 pcie 3.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac383f8fd0c825de3b1e""}]",Mini ITX,DDR3,0
SSD,512.0,m.2-2280,m.2 pcie 3.0 x2,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}]",Micro ATX,DDR5,1
SSD,128.0,m.2-2280,m.2 pcie 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac4981594acde48fe330""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ac4981594acde48fe331""}]",ATX,DDR3,0
SSD,2000.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3aba73722c3e205bd05a2""}]",Mini ITX,DDR5,1
SSD,2000.0,m.2-2230,m.2 pcie 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ab913722c3e205bcfa98""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ab913722c3e205bcfa99""}]",ATX,DDR4,0
SSD,1000.0,m.2-2280,m.2 pcie 5.0 x2,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abfcb3d0c7b56c55ec8f""}]",Mini ITX,DDR5,1
SSD,500.0,m.2-2280,m.2 pcie 3.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab9dcf841c9bc5aa227a""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ab9dcf841c9bc5aa227b""}]",ATX,DDR3,0
SSD,2000.0,m.2-2280,m.2 sata,false,2280,"[{""gen"": ""5.0"", ""quantity"": 2, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}]",EATX,DDR5,1
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac3d744e69396d56088b""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac3d744e69396d56088c""}]",Micro ATX,DDR5,0
SSD,2000.0,m.2-2280,m.2 sata,false,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1}]",ATX,DDR4,0
SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abb2744e69396d55de57""}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 4, ""_id"": ""69b3abb2744e69396d55de58""}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3abb2744e69396d55de59""}]",Micro ATX,DDR4,0
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3aca1fe073ff824efd7c1""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3aca1fe073ff824efd7c2""}]",ATX,DDR3,0
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 16, ""_id"": ""69b3abd57d50ea7030490764""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3abd57d50ea7030490765""}]",ATX,DDR4,0
SSD,2000.0,m.2-2280,m.2 pcie 5.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ab6a36a2b96d5d83a072""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ab6a36a2b96d5d83a073""}]",ATX,DDR4,0
SSD,1000.0,m.2-2280,m.2 pcie 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abf3c0db8dfe4bc743e5""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3abf3c0db8dfe4bc743e6""}]",Micro ATX,DDR4,0
SSD,512.0,m.2-2280,m.2 pcie 3.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abc5b3d0c7b56c55da4b""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3abc5b3d0c7b56c55da4c""}]",Micro ATX,DDR3,0
SSD,8000.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3aba53f8fd0c825ddf5fd""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3aba53f8fd0c825ddf5fe""}]",Micro ATX,DDR5,1
SSD,256.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac9b744e69396d562f95""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4, ""_id"": ""69b3ac9b744e69396d562f96""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac9b744e69396d562f97""}]",Micro ATX,DDR4,1
SSD,240.0,m.2-2280,m.2 pcie 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac30b27c54a042d01e59""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac30b27c54a042d01e5a""}]",Micro ATX,DDR4,0
SSD,250.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3abc77d50ea70304901c3""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3abc77d50ea70304901c4""}]",Micro ATX,DDR4,1
SSD,1000.0,m.2-2280,m.2 pcie 5.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abf03722c3e205bd1f08""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4, ""_id"": ""69b3abf03722c3e205bd1f09""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3abf03722c3e205bd1f0a""}]",Micro ATX,DDR4,1
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3aba675ef0cf5df013dc9""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3aba675ef0cf5df013dca""}]",ATX,DDR4,0
SSD,512.0,m.2-2280,m.2 pcie 3.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abff3722c3e205bd22fd""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3abff3722c3e205bd22fe""}]",Micro ATX,DDR3,0
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2260|2280|22110,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}, {""gen"": ""3.0"", ""quantity"": 2, ""lanes"": 1}]",ATX,DDR5,0
SSD,1000.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac4c4fd4af70a34a0b10""}]",Mini ITX,DDR4,1
SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}]",Micro ATX,DDR5,1
SSD,4000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac183722c3e205bd2b70""}]",Micro ATX,DDR5,1
SSD,256.0,m.2-2242,m.2 sata,false,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab6dfe073ff824ef5449""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ab6dfe073ff824ef544a""}]",Micro ATX,DDR4,0
SSD,32.0,m.2-2280,m.2 pcie 3.0 x2,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab75843b62bf624cb427""}]",Mini ITX,DDR4,1
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac76cf841c9bc5aa94f7""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac76cf841c9bc5aa94f8""}]",ATX,DDR4,0
SSD,1000.0,m.2-2242,m.2 pcie 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac0236a2b96d5d83dca8""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ac0236a2b96d5d83dca9""}]",ATX,DDR4,0
SSD,500.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac7c81594acde4900298""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac7c81594acde4900299""}]",ATX,DDR4,0
SSD,4000.0,m.2-2280,m.2 pcie 5.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac8e3722c3e205bd6261""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac8e3722c3e205bd6262""}]",Micro ATX,DDR3,0
SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1}]",Micro ATX,DDR4,0
SSD,240.0,m.2-2280,m.2 sata,false,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abbe843b62bf624ccf1b""}]",Mini ITX,DDR5,1
SSD,4000.0,m.2-2242,m.2 pcie 4.0 x4,true,2242|2260|2280|22110,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 4}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1}]",ATX,DDR5,0
SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac1cce32fbd088834d5a""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ac1cce32fbd088834d5b""}]",ATX,DDR3,0
SSD,256.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab72fe073ff824ef557f""}]",Mini ITX,DDR4,1
SSD,960.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1}]",Micro ATX,DDR5,1
SSD,256.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ab6c4fd4af70a349b620""}]",Micro ATX,DDR4,1
SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac927d50ea7030496963""}]",Mini ITX,DDR4,1
SSD,512.0,m.2-2280,m.2 pcie 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac4dfe073ff824efaeea""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac4dfe073ff824efaeeb""}]",Micro ATX,DDR3,0
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac9a744e69396d562f65""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac9a744e69396d562f66""}]",ATX,DDR5,1
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2260|2280,"[{""gen"": ""3.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac30843b62bf624cf6da""}, {""gen"": ""3.0"", ""quantity"": 6, ""lanes"": 1, ""_id"": ""69b3ac30843b62bf624cf6db""}]",ATX,DDR4,0
SSD,4000.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2260|2280|22110,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac2a75ef0cf5df017156""}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 4, ""_id"": ""69b3ac2a75ef0cf5df017157""}, {""gen"": ""2.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac2a75ef0cf5df017158""}, {""gen"": ""2.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac2a75ef0cf5df017159""}]",ATX,DDR4,0
SSD,250.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3aba8ce32fbd088831398""}]",Mini ITX,DDR5,1
SSD,500.0,m.2-2280,m.2 pcie 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3abe8fe073ff824ef802c""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3abe8fe073ff824ef802d""}]",ATX,DDR4,0
SSD,1000.0,m.2-2280,m.2 pcie 5.0 x4,true,2230|2242|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 4}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1}]",ATX,DDR5,0
SSD,1000.0,m.2-2280,m.2 pcie 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac1d3722c3e205bd306d""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac1d3722c3e205bd306e""}]",ATX,DDR4,0
SSD,4000.0,m.2-2280,m.2 pcie 4.0 x4,true,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ab6bb27c54a042cfc5e7""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ab6bb27c54a042cfc5e8""}]",ATX,DDR4,0
SSD,512.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab9c843b62bf624cc1ea""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ab9c843b62bf624cc1eb""}]",Micro ATX,DDR5,1
SSD,512.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""3.0"", ""quantity"": 2, ""lanes"": 1}]",Micro ATX,DDR4,1
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3acb536a2b96d5d843127""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3acb536a2b96d5d843128""}]",ATX,DDR2,0
SSD,4000.0,m.2-2280,m.2 pcie 5.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac4075ef0cf5df017a92""}]",Micro ATX,DDR5,1
SSD,2000.0,m.2-2280,m.2 pcie 3.0 x4,true,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac21843b62bf624cf1e0""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac21843b62bf624cf1e1""}]",Micro ATX,DDR4,0
SSD,4000.0,m.2-2280,m.2 pcie 5.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3aca2cf841c9bc5aaaeb0""}]",Mini ITX,DDR4,1
SSD,2000.0,m.2-2280,m.2 pcie 5.0 x4,true,2260|2280|22110,"[{""gen"": ""3.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ab7e81594acde48f967d""}, {""gen"": ""3.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ab7e81594acde48f967e""}]",ATX,DDR4,0
SSD,500.0,m.2-2280,m.2 pcie 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abb53722c3e205bd090b""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4, ""_id"": ""69b3abb53722c3e205bd090c""}]",Micro ATX,DDR5,0
SSD,4000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3acb6b3d0c7b56c5643f6""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3acb6b3d0c7b56c5643f7""}]",Micro ATX,DDR4,1
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2230|2242|2260|2280,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}]",ATX,DDR5,0
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3aba3b3d0c7b56c55cdf0""}]",Mini ITX,DDR4,1
