storage_type,storage_capacity,storage_form_factor,storage_interface,storage_nvme,motherboard_m2_slots,motherboard_pcie_slots,motherboard_form_factor,motherboard_ram_type,label
SSD,256.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abfc81594acde48fc573""}]",Mini ITX,DDR4,1
SSD,500.0,m.2-2280,m.2 pcie 4.0 x4,true,2230|2242|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac95b3d0c7b56c563559""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac95b3d0c7b56c56355a""}]",Micro ATX,DDR3,0
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abe37d50ea7030490aa2""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3abe37d50ea7030490aa3""}]",Micro ATX,DDR5,1
SSD,8000.0,m.2-2280,m.2 pcie 4.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac42b27c54a042d02642""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac42b27c54a042d02643""}]",ATX,DDR3,0
SSD,512.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abc83f8fd0c825de0510""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3abc83f8fd0c825de0511""}]",Micro ATX,DDR5,1
SSD,480.0,pcie,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac2b3722c3e205bd3636""}]",Micro ATX,DDR5,1
SSD,512.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}]",Mini ITX,DDR5,1
SSD,275.0,m.2-2280,m.2 sata,false,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab9c843b62bf624cc1d9""}]",Mini ITX,DDR4,1
SSD,250.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac1efe073ff824ef9617""}]",Mini ITX,DDR4,1
SSD,8000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac4f75ef0cf5df01810e""}]",Mini ITX,DDR5,1
SSD,2000.0,m.2-2280,m.2 pcie 5.0 x4,true,2230|2242|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac5d81594acde48fed05""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4, ""_id"": ""69b3ac5d81594acde48fed06""}]",Micro ATX,DDR5,0
SSD,256.0,m.2-2280,m.2 pcie 3.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac3b3722c3e205bd3ee6""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac3b3722c3e205bd3ee7""}]",Micro ATX,DDR3,0
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3aba8ce32fbd088831398""}]",Mini ITX,DDR5,1
SSD,128.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3abb57d50ea703048f8fa""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3abb57d50ea703048f8fb""}]",Micro ATX,DDR4,1
SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abce36a2b96d5d83c621""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3abce36a2b96d5d83c622""}]",Micro ATX,DDR4,1
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abcace32fbd08883218f""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 4, ""_id"": ""69b3abcace32fbd088832190""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3abcace32fbd088832191""}, {""gen"": null, ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3abcace32fbd088832192""}]",ATX,DDR5,1
SSD,512.0,pcie,m.2 pcie x2,true,2242|2260|2280|22110,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 1}]",ATX,DDR5,0
SSD,4000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""5.0"", ""quantity"": 4, ""lanes"": 16}]",EATX,DDR5,1
SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac08fe073ff824ef8c0b""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac08fe073ff824ef8c0c""}]",ATX,DDR3,0
SSD,512.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abb9b27c54a042cfe85d""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4, ""_id"": ""69b3abb9b27c54a042cfe85e""}]",Micro ATX,DDR5,1
SSD,2000.0,m.2-2280,m.2 pcie 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac0181594acde48fc757""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac0181594acde48fc758""}]",Micro ATX,DDR4,0
SSD,500.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac93c0db8dfe4bc78d95""}]",Mini ITX,DDR4,1
SSD,256.0,m.2-2280,m.2 pcie 3.0 x2,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac9d744e69396d563039""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac9d744e69396d56303a""}]",Micro ATX,DDR5,1
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3acbb843b62bf624d3972""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3acbb843b62bf624d3973""}]",ATX,DDR4,0
SSD,4000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac8db3d0c7b56c5632e1""}]",Mini ITX,DDR4,1
SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac173f8fd0c825de2c16""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac173f8fd0c825de2c17""}]",Micro ATX,DDR4,0
SSD,512.0,m.2-2280,m.2 pcie 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3abadb3d0c7b56c55d010""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3abadb3d0c7b56c55d011""}]",ATX,DDR4,0
SSD,4000.0,m.2-2280,m.2 pcie 4.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac5a744e69396d561222""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac5a744e69396d561223""}]",Micro ATX,DDR3,0
SSD,512.0,m.2-2280,m.2 pcie 3.0 x4,true,2230|2242|2260|2280,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3acb0843b62bf624d3428""}, {""gen"": ""3.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3acb0843b62bf624d3429""}]",Micro ATX,DDR4,0
SSD,4000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 1}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 2}]",ATX,DDR5,1
SSD,8000.0,m.2-2280,m.2 pcie 4.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac1ece32fbd088835072""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac1ece32fbd088835073""}]",ATX,DDR3,0
SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280|22110,"[{""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 16, ""_id"": ""69b3ac5a1698c6213208cd5f""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac5a1698c6213208cd60""}]",ATX,DDR5,0
SSD,8000.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1}]",Micro ATX,DDR4,0
SSD,4000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab6db3d0c7b56c55b630""}]",Mini ITX,DDR5,1
SSD,512.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2280|22110,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3abd83722c3e205bd16db""}, {""gen"": ""3.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3abd83722c3e205bd16dc""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4, ""_id"": ""69b3abd83722c3e205bd16dd""}]",ATX,DDR4,0
SSD,2000.0,m.2-2280,m.2 pcie 5.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3aba981594acde48fa352""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3aba981594acde48fa353""}]",ATX,DDR3,0
SSD,256.0,m.2-2280,m.2 pcie 3.0 x4,true,2260|2280|22110,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 1}]",ATX,DDR5,0
SSD,1000.0,m.2-2280,m.2 pcie 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abb136a2b96d5d83b991""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3abb136a2b96d5d83b992""}]",Micro ATX,DDR5,0
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 5, ""lanes"": 16, ""_id"": ""69b3ac8436a2b96d5d841cf6""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac8436a2b96d5d841cf7""}]",EATX,DDR2,0
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3abd081594acde48faff4""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3abd081594acde48faff5""}]",Micro ATX,DDR4,1
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 1}]",ATX,DDR5,1
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16}]",Mini ITX,DDR4,1
SSD,2000.0,m.2-2280,m.2 pcie 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac5a3722c3e205bd4d21""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac5a3722c3e205bd4d22""}]",ATX,DDR4,0
SSD,8000.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3aba3b3d0c7b56c55cdf0""}]",Mini ITX,DDR4,1
SSD,1000.0,m.2-2280,m.2 pcie 3.0 x4,true,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1}]",ATX,DDR5,0
SSD,1000.0,m.2-2280,m.2 pcie 3.0 x4,true,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ab963722c3e205bcfc92""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ab963722c3e205bcfc93""}]",ATX,DDR4,0
SSD,4000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abba81594acde48faa58""}]",Mini ITX,DDR4,1
SSD,500.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac9d744e69396d563039""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac9d744e69396d56303a""}]",Micro ATX,DDR5,1
SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3acbb1698c6213208fb67""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3acbb1698c6213208fb68""}]",Micro ATX,DDR4,0
SSD,2000.0,m.2-2230,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abaf75ef0cf5df014239""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3abaf75ef0cf5df01423a""}]",Micro ATX,DDR5,1
SSD,1000.0,m.2-2280,m.2 pcie 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3abaec0db8dfe4bc71d03""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3abaec0db8dfe4bc71d04""}]",ATX,DDR3,0
SSD,1000.0,m.2-2280,m.2 pcie 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3aca33f8fd0c825de70ed""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3aca33f8fd0c825de70ee""}]",ATX,DDR4,0
SSD,500.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac3736a2b96d5d83f5b5""}]",Mini ITX,DDR4,1
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3aba9fe073ff824ef6686""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3aba9fe073ff824ef6687""}]",Micro ATX,DDR5,1
SSD,240.0,m.2-2280,m.2 pcie 2.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ab8a81594acde48f98b4""}]",Micro ATX,DDR3,0
SSD,2000.0,m.2-2280,m.2 pcie 5.0 x4,true,2230|2242|2280,"[{""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 16, ""_id"": ""69b3ab6db27c54a042cfc710""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ab6db27c54a042cfc711""}]",ATX,DDR4,0
SSD,512.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 16, ""_id"": ""69b3abc0744e69396d55e2ef""}]",Micro ATX,DDR4,0
SSD,256.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3abce36a2b96d5d83c621""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3abce36a2b96d5d83c622""}]",Micro ATX,DDR4,1
SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280|22110,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3aba475ef0cf5df013d7b""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3aba475ef0cf5df013d7c""}]",Micro ATX,DDR5,0
SSD,240.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""3.0"", ""quantity"": 2, ""lanes"": 1}]",Micro ATX,DDR4,1
SSD,2000.0,m.2-2230,m.2 pcie 4.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac987d50ea7030496ca5""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac987d50ea7030496ca6""}]",Micro ATX,DDR2,0
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac1a744e69396d55fb92""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac1a744e69396d55fb93""}]",Micro ATX,DDR5,1
SSD,2000.0,m.2-2280,m.2 pcie 5.0 x4,true,2280,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16}]",ATX,DDR5,1
SSD,4000.0,m.2-2280,m.2 pcie 5.0 x4,true,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab8b3f8fd0c825ddef4b""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ab8b3f8fd0c825ddef4c""}]",Micro ATX,DDR5,0
SSD,512.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac02fe073ff824ef88c8""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac02fe073ff824ef88c9""}]",Micro ATX,DDR5,1
SSD,4000.0,m.2-2280,m.2 pcie 5.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 5, ""lanes"": 16, ""_id"": ""69b3acb3843b62bf624d34f1""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3acb3843b62bf624d34f2""}]",ATX,DDR3,0
SSD,2000.0,m.2-2280,m.2 sata,false,22110,"[{""gen"": ""3.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac24c0db8dfe4bc75650""}, {""gen"": ""3.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac24c0db8dfe4bc75651""}]",ATX,DDR4,1
SSD,256.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac3981594acde48fdde7""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac3981594acde48fdde8""}]",Micro ATX,DDR4,1
SSD,1000.0,m.2-2280,m.2 pcie 3.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac47744e69396d560bee""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac47744e69396d560bef""}]",Micro ATX,DDR3,0
SSD,8000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac12744e69396d55f61d""}]",Mini ITX,DDR5,1
SSD,256.0,m.2-2280,m.2 pcie 3.0 x4,true,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 16, ""_id"": ""69b3ac3db27c54a042d0239d""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4, ""_id"": ""69b3ac3db27c54a042d0239e""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac3db27c54a042d0239f""}]",EATX,DDR4,0
SSD,500.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3acbf75ef0cf5df01b905""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3acbf75ef0cf5df01b906""}]",Micro ATX,DDR4,1
SSD,1000.0,m.2-2280,m.2 pcie 3.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1}]",Micro ATX,DDR5,0
SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3acb0c0db8dfe4bc79fe9""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3acb0c0db8dfe4bc79fea""}]",ATX,DDR4,0
SSD,250.0,m.2-2280,m.2 pcie 3.0 x4,true,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab53cf841c9bc5aa0628""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ab53cf841c9bc5aa0629""}]",Micro ATX,DDR4,0
SSD,1000.0,m.2-2280,m.2 pcie 3.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3abcbfe073ff824ef735f""}]",Micro ATX,DDR3,0
SSD,2000.0,m.2-2280,m.2 pcie 5.0 x4,true,2280,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16}]",Mini ITX,DDR4,1
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3aca6c0db8dfe4bc797ec""}]",Mini ITX,DDR4,1
SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3abab744e69396d55dad8""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3abab744e69396d55dad9""}]",ATX,DDR4,0
SSD,1000.0,m.2-2280,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""5.0"", ""quantity"": 4, ""lanes"": 16}]",EATX,DDR5,1
SSD,1000.0,m.2-2280,m.2 pcie 3.0 x2,true,2242|2260|2280,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac2b7d50ea703049354f""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4, ""_id"": ""69b3ac2b7d50ea7030493550""}]",ATX,DDR4,0
SSD,1000.0,pcie,m.2 pcie 3.0 x4,true,2260|2280,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac33fe073ff824efa16b""}]",ATX,DDR4,0
SSD,500.0,m.2-2280,m.2 pcie 4.0 x4,true,,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3abfa3722c3e205bd220e""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3abfa3722c3e205bd220f""}]",ATX,DDR4,0
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280|2580|22110|25110,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 4}]",Micro ATX,DDR5,0
SSD,4000.0,m.2-2280,m.2 pcie 4.0 x4,true,2230|2242|2260|2280|22110,"[{""gen"": ""3.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac9dfe073ff824efd566""}, {""gen"": ""2.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac9dfe073ff824efd567""}, {""gen"": ""2.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac9dfe073ff824efd568""}]",ATX,DDR4,0
SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,2242|2260|2280|22110,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac02c0db8dfe4bc747e2""}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 4, ""_id"": ""69b3ac02c0db8dfe4bc747e3""}, {""gen"": ""3.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ac02c0db8dfe4bc747e4""}]",ATX,DDR4,0
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 1}]",Micro ATX,DDR4,1
SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac933722c3e205bd64a9""}]",Mini ITX,DDR4,1
SSD,512.0,m.2-2230,m.2 pcie 3.0 x4,true,2280,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac933722c3e205bd64a9""}]",Mini ITX,DDR4,1
SSD,500.0,m.2-2280,m.2 pcie 4.0 x4,true,2280,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16}]",Mini ITX,DDR4,1
