cooler_height,case_cooler_clearance,cooler_fan_size,cooler_fan_quantity,radiator_size,case_form_factor,height_difference,label
159.0,180.0,120.0,1,,ATX Mid Tower,21.0,1
65.0,185.0,,,360.0,ATX Mid Tower,120.0,1
152.0,120.0,,,,Mini ITX Tower,-32.0,0
158.0,157.0,,,,Micro ATX Mini Tower,-1.0,0
66.0,70.0,,,360.0,Mini ITX Tower,4.0,1
67.0,180.0,,,,ATX Mid Tower,113.0,1
155.0,57.0,,,,Mini ITX Tower,-98.0,0
160.0,57.0,,,,Micro ATX Desktop,-103.0,0
153.0,58.0,,,,HTPC,-95.0,0
78.0,172.0,120.0,3,360.0,ATX Mid Tower,94.0,1
154.0,140.0,,,,Mini ITX Tower,-14.0,0
159.0,151.0,,,,Micro ATX Mini Tower,-8.0,0
159.0,158.0,120.0,1,,Micro ATX Desktop,-1.0,0
155.0,200.0,,,,Mini ITX Tower,45.0,1
161.0,160.0,,,,ATX Mid Tower,-1.0,0
60.0,55.0,,,,Mini ITX Tower,-5.0,0
85.0,175.0,,,360.0,ATX Mid Tower,90.0,1
155.0,68.0,,,,Mini ITX Tower,-87.0,0
125.0,70.0,,,,HTPC,-55.0,0
153.0,179.0,,,,ATX Mid Tower,26.0,1
28.0,183.0,,,,ATX Mid Tower,155.0,1
65.0,164.0,,,360.0,ATX Mid Tower,99.0,1
155.0,114.0,120.0,1,,Mini ITX Tower,-41.0,0
59.0,164.0,,,360.0,ATX Mid Tower,105.0,1
69.0,187.0,,,360.0,ATX Mid Tower,118.0,1
56.0,178.0,120.0,3,360.0,ATX Mid Tower,122.0,1
70.0,57.0,,,360.0,Mini ITX Tower,-13.0,0
75.0,164.0,,,,ATX Mid Tower,89.0,1
45.0,175.0,,,,EATX Full Tower,130.0,1
150.0,82.0,,,,Micro ATX Mini Tower,-68.0,0
82.0,160.0,,,,ATX Mid Tower,78.0,1
150.0,82.0,,,,Mini ITX Tower,-68.0,0
125.0,160.0,120.0,3,360.0,ATX Mid Tower,35.0,1
155.0,175.0,,,,ATX Mid Tower,20.0,1
157.0,160.0,,,,ATX Mid Tower,3.0,1
68.0,180.0,,,240.0,ATX Mid Tower,112.0,1
131.0,166.0,,,,ATX Mid Tower,35.0,1
158.0,67.0,,,,Mini ITX Tower,-91.0,0
157.0,95.0,,,,ATX Mid Tower,-62.0,0
161.0,160.0,,,,ATX Mid Tower,-1.0,0
39.0,180.0,,,,ATX Mid Tower,141.0,1
155.0,160.0,,,,ATX Mid Tower,5.0,1
136.0,190.0,,,,ATX Mid Tower,54.0,1
160.0,85.0,,,,Mini ITX Tower,-75.0,0
167.0,164.0,,,,ATX Mid Tower,-3.0,0
155.0,70.0,,,,Mini ITX Tower,-85.0,0
170.0,164.0,,,,ATX Mid Tower,-6.0,0
158.0,68.0,120.0,2,,Mini ITX Tower,-90.0,0
64.0,157.0,,,,Micro ATX Mini Tower,93.0,1
36.0,163.0,,,,ATX Mid Tower,127.0,1
133.0,180.0,,,,ATX Mid Tower,47.0,1
51.0,190.0,,,420.0,ATX Full Tower,139.0,1
158.0,163.5,,,,Micro ATX Mini Tower,5.5,1
78.0,163.5,,,360.0,Micro ATX Mid Tower,85.5,1
157.0,156.0,140.0,2,280.0,ATX Mid Tower,-1.0,0
154.0,45.0,,,,Mini ITX Tower,-109.0,0
166.0,163.0,120.0,,,ATX Mid Tower,-3.0,0
160.0,159.0,,,,Micro ATX Mini Tower,-1.0,0
161.0,88.2,,,,ATX Mid Tower,-72.8,0
48.0,165.0,,,,ATX Mid Tower,117.0,1
151.0,180.0,,,,ATX Mid Tower,29.0,1
55.0,38.0,,,360.0,Mini ITX Tower,-17.0,0
135.0,65.0,,,,HTPC,-70.0,0
155.0,160.0,,,,ATX Mid Tower,5.0,1
125.0,75.0,,,,Micro ATX Mini Tower,-50.0,0
163.0,140.0,,,,Mini ITX Tower,-23.0,0
135.0,120.0,,,,Mini ITX Tower,-15.0,0
158.0,150.0,,,,Micro ATX Mid Tower,-8.0,0
158.0,190.0,,,,ATX Mid Tower,32.0,1
68.0,61.0,,,240.0,Mini ITX Tower,-7.0,0
150.0,83.0,,,,Mini ITX Tower,-67.0,0
107.0,165.0,120.0,3,360.0,ATX Mid Tower,58.0,1
42.0,158.0,,,240.0,ATX Mid Tower,116.0,1
158.0,183.0,,,,ATX Mid Tower,25.0,1
155.0,81.0,,,,Micro ATX Slim Tower,-74.0,0
165.0,170.0,120.0,2,,ATX Mid Tower,5.0,1
125.0,61.0,,,,Mini ITX Tower,-64.0,0
165.0,158.0,,,,ATX Mid Tower,-7.0,0
155.0,120.0,,,,Mini ITX Tower,-35.0,0
159.0,47.0,,,,Micro ATX Desktop,-112.0,0
150.0,67.0,,,,Mini ITX Tower,-83.0,0
157.0,155.0,,,,Micro ATX Mini Tower,-2.0,0
154.0,185.0,,,,ATX Mid Tower,31.0,1
130.0,82.0,,,,Mini ITX Tower,-48.0,0
161.0,150.0,,,,ATX Mid Tower,-11.0,0
123.0,170.0,92.0,1,,ATX Mid Tower,47.0,1
155.0,82.0,,,,Micro ATX Desktop,-73.0,0
154.0,70.0,,,,Mini ITX Tower,-84.0,0
150.0,61.0,,,,Mini ITX Tower,-89.0,0
160.0,191.0,,,,ATX Full Tower,31.0,1
160.0,135.0,,,,Micro ATX Mid Tower,-25.0,0
159.0,145.0,,,,ATX Mid Tower,-14.0,0
60.0,160.0,,,360.0,ATX Mid Tower,100.0,1
158.0,155.0,,,,Mini ITX Tower,-3.0,0
157.0,190.0,,,,ATX Full Tower,33.0,1
135.0,185.0,,,,ATX Mid Tower,50.0,1
160.0,150.0,,,,Micro ATX Mid Tower,-10.0,0
42.0,175.0,,,120.0,ATX Mid Tower,133.0,1
169.0,164.0,,,,Micro ATX Mini Tower,-5.0,0
160.0,156.0,,,,ATX Mid Tower,-4.0,0
76.0,200.0,,,,ATX Full Tower,124.0,1
158.0,50.0,120.0,1,,Mini ITX Tower,-108.0,0
102.0,167.0,120.0,3,360.0,ATX Mid Tower,65.0,1
158.0,165.0,,,,ATX Mid Tower,7.0,1
160.0,170.0,,,,ATX Mid Tower,10.0,1
167.0,70.0,,,,Micro ATX Desktop,-97.0,0
145.0,70.0,,,,Mini ITX Tower,-75.0,0
78.0,85.0,,,,Mini ITX Tower,7.0,1
71.0,65.0,,,,Mini ITX Tower,-6.0,0
154.0,187.0,,,,ATX Mid Tower,33.0,1
53.0,167.0,,,360.0,EATX Full Tower,114.0,1
172.0,165.0,,,,Mini ITX Tower,-7.0,0
158.0,155.0,,,,Micro ATX Mini Tower,-3.0,0
75.0,70.0,120.0,3,360.0,Micro ATX Desktop,-5.0,0
160.0,157.0,,,,ATX Mid Tower,-3.0,0
160.0,165.0,,,,ATX Mid Tower,5.0,1
54.0,165.0,,,240.0,ATX Mid Tower,111.0,1
110.0,165.0,,,,ATX Mid Tower,55.0,1
160.0,140.0,,,,Mini ITX Tower,-20.0,0
160.0,175.0,,,,Micro ATX Mid Tower,15.0,1
160.0,156.0,,,,Micro ATX Mini Tower,-4.0,0
397.0,188.0,120.0,3,360.0,EATX Mid Tower,-209.0,0
165.0,160.0,,,,ATX Mid Tower,-5.0,0
125.0,175.0,,,,ATX Mid Tower,50.0,1
147.0,190.0,,,,ATX Mid Tower,43.0,1
168.0,165.0,,,,ATX Mid Tower,-3.0,0
158.0,61.0,,,,Mini ITX Tower,-97.0,0
150.0,58.0,,,,HTPC,-92.0,0
150.0,50.0,,,,Mini ITX Tower,-100.0,0
161.0,70.0,,,,Mini ITX Tower,-91.0,0
165.0,157.0,,,,Micro ATX Mini Tower,-8.0,0
165.0,160.0,,,,ATX Mid Tower,-5.0,0
165.0,172.0,,,,ATX Mid Tower,7.0,1
155.0,83.0,,,,Mini ITX Tower,-72.0,0
167.0,165.0,,,,ATX Mid Tower,-2.0,0
89.9,180.0,120.0,3,360.0,ATX Mid Tower,90.1,1
136.0,170.0,,,,ATX Mid Tower,34.0,1
160.0,165.0,,,,ATX Mid Tower,5.0,1
62.0,48.0,,,240.0,Mini ITX Tower,-14.0,0
150.0,180.0,,,,ATX Mid Tower,30.0,1
155.0,140.0,,,,Mini ITX Tower,-15.0,0
64.24,175.0,120.0,3,360.0,ATX Mid Tower,110.76,1
66.0,155.0,,,,Micro ATX Mini Tower,89.0,1
56.0,70.0,,,280.0,Mini ITX Tower,14.0,1
169.0,83.0,,,,Mini ITX Tower,-86.0,0
165.0,145.0,,,,ATX Mid Tower,-20.0,0
65.0,175.0,420.0,1,420.0,ATX Mid Tower,110.0,1
169.0,70.0,,,,Mini ITX Tower,-99.0,0
48.0,170.0,,,120.0,ATX Full Tower,122.0,1
118.0,160.0,120.0,3,360.0,ATX Mid Tower,42.0,1
61.0,190.0,,,,ATX Full Tower,129.0,1
154.0,160.0,,,,ATX Mid Tower,6.0,1
82.0,61.0,,3,360.0,Mini ITX Tower,-21.0,0
142.0,65.0,,,,Mini ITX Tower,-77.0,0
94.0,166.0,120.0,3,360.0,ATX Mid Tower,72.0,1
160.0,210.0,,,,ATX Mid Tower,50.0,1
148.0,77.0,,,,Mini ITX Tower,-71.0,0
150.0,145.0,,,,ATX Mid Tower,-5.0,0
158.0,61.0,,,,Mini ITX Tower,-97.0,0
163.0,156.0,120.0,,,ATX Mid Tower,-7.0,0
159.0,150.0,,,,ATX Mid Tower,-9.0,0
148.0,61.0,,,,Mini ITX Tower,-87.0,0
57.0,165.0,,,360.0,ATX Mid Tower,108.0,1
165.0,70.0,,,,Mini ITX Tower,-95.0,0
162.0,175.0,,,,ATX Mid Tower,13.0,1
154.0,170.0,,,,ATX Mid Tower,16.0,1
158.0,195.0,,,,ATX Mid Tower,37.0,1
66.0,185.0,,,360.0,ATX Mid Tower,119.0,1
154.0,162.0,,,,ATX Mid Tower,8.0,1
150.0,135.0,,,,Micro ATX Mid Tower,-15.0,0
66.0,180.0,,,360.0,ATX Mid Tower,114.0,1
154.0,200.0,,,,Mini ITX Tower,46.0,1
165.0,170.0,,,,ATX Mid Tower,5.0,1
137.0,70.0,,,,HTPC,-67.0,0
161.0,135.0,,,,Micro ATX Mid Tower,-26.0,0
84.0,175.0,360.0,3,360.0,ATX Mid Tower,91.0,1
160.0,170.0,,,,ATX Mid Tower,10.0,1
150.0,45.0,,,,Mini ITX Tower,-105.0,0
158.0,178.0,,,,ATX Mid Tower,20.0,1
159.0,83.0,,,,Mini ITX Tower,-76.0,0
150.0,210.0,,,,ATX Mid Tower,60.0,1
158.0,151.0,,,,ATX Mid Tower,-7.0,0
159.0,95.0,120.0,1,,ATX Mid Tower,-64.0,0
163.0,158.0,,,,ATX Mid Tower,-5.0,0
157.0,200.0,,,,Mini ITX Tower,43.0,1
73.0,70.0,,,,Mini ITX Tower,-3.0,0
150.0,55.0,,,,Mini ITX Tower,-95.0,0
162.0,168.0,,,,ATX Mid Tower,6.0,1
158.0,150.0,,,,ATX Mid Tower,-8.0,0
150.0,170.0,,,,ATX Mid Tower,20.0,1
165.0,150.0,,,,ATX Mid Tower,-15.0,0
154.0,70.0,,,,HTPC,-84.0,0
68.0,166.0,,,,ATX Mid Tower,98.0,1
151.0,165.0,,,,Micro ATX Mini Tower,14.0,1
72.0,160.0,,,,ATX Mid Tower,88.0,1
158.0,61.0,,,,Mini ITX Tower,-97.0,0
153.0,83.0,,,,Mini ITX Tower,-70.0,0
64.4,180.0,120.0,3,360.0,HTPC,115.6,1
163.0,140.0,,,,Mini ITX Tower,-23.0,0
165.0,160.0,,,,ATX Mid Tower,-5.0,0
159.0,173.0,,,,ATX Mid Tower,14.0,1
169.0,168.0,,,,EATX Mid Tower,-1.0,0
159.0,70.0,,,,Mini ITX Tower,-89.0,0
186.0,95.0,120.0,3,360.0,ATX Mid Tower,-91.0,0
108.0,75.0,120.0,3,360.0,Micro ATX Mini Tower,-33.0,0
58.0,185.0,,,360.0,ATX Mid Tower,127.0,1
159.0,75.0,,,,Micro ATX Mini Tower,-84.0,0
130.0,70.0,,,,Mini ITX Tower,-60.0,0
69.0,58.0,,,360.0,HTPC,-11.0,0
130.0,57.0,,,,Micro ATX Desktop,-73.0,0
158.0,155.0,,,,ATX Mid Tower,-3.0,0
171.0,168.0,,,,EATX Mid Tower,-3.0,0
54.0,185.0,120.0,2,240.0,ATX Mid Tower,131.0,1
152.0,167.0,,,,EATX Full Tower,15.0,1
114.0,180.0,,,,ATX Mid Tower,66.0,1
159.0,47.0,,,,Micro ATX Desktop,-112.0,0
157.0,150.0,,,,Micro ATX Mid Tower,-7.0,0
165.0,140.0,,,,Mini ITX Tower,-25.0,0
94.0,180.0,240.0,2,240.0,ATX Mid Tower,86.0,1
66.0,180.0,,,360.0,ATX Mid Tower,114.0,1
154.0,167.0,,,,Micro ATX Mini Tower,13.0,1
158.0,155.0,,,,ATX Mid Tower,-3.0,0
153.0,90.0,,,,Micro ATX Desktop,-63.0,0
160.0,57.0,,,,Mini ITX Tower,-103.0,0
152.0,155.0,,,,Micro ATX Mid Tower,3.0,1
86.4,170.0,120.0,3,360.0,ATX Mid Tower,83.6,1
151.0,130.0,120.0,2,,Mini ITX Tower,-21.0,0
60.0,170.0,,,280.0,ATX Mid Tower,110.0,1
155.0,154.0,,,,Micro ATX Mid Tower,-1.0,0
130.0,185.0,,,,ATX Mid Tower,55.0,1
52.0,50.0,140.0,2,280.0,Mini ITX Tower,-2.0,0
186.0,167.0,120.0,3,360.0,Micro ATX Mini Tower,-19.0,0
154.0,170.0,,,,ATX Mid Tower,16.0,1
155.0,151.0,,,,Micro ATX Mini Tower,-4.0,0
397.0,167.0,120.0,3,360.0,ATX Mid Tower,-230.0,0
164.0,160.0,,,,Micro ATX Mini Tower,-4.0,0
70.0,38.0,,,,Mini ITX Tower,-32.0,0
155.0,83.0,,,,Mini ITX Tower,-72.0,0
154.0,160.0,,,,ATX Mid Tower,6.0,1
136.0,55.0,,,,Mini ITX Tower,-81.0,0
68.0,65.0,,,360.0,Micro ATX Mini Tower,-3.0,0
163.0,165.0,,,,ATX Full Tower,2.0,1
160.0,156.0,,,,ATX Mid Tower,-4.0,0
163.0,160.0,,,,ATX Mid Tower,-3.0,0
55.0,165.0,120.0,2,240.0,Micro ATX Mini Tower,110.0,1
126.0,67.0,,,,Mini ITX Tower,-59.0,0
124.0,183.0,,,,ATX Mid Tower,59.0,1
94.0,170.0,100.0,1,,ATX Mid Tower,76.0,1
158.0,279.0,,,,ATX Mid Tower,121.0,1
155.0,110.0,120.0,1,,Mini ITX Tower,-45.0,0
152.0,170.0,,,,ATX Mid Tower,18.0,1
158.0,155.0,,,,Mini ITX Tower,-3.0,0
154.0,182.0,,,,ATX Full Tower,28.0,1
70.0,183.0,,,,ATX Mid Tower,113.0,1
72.0,159.0,120.0,3,360.0,Micro ATX Mini Tower,87.0,1
54.0,172.0,120.0,2,240.0,ATX Mid Tower,118.0,1
160.0,170.0,,,,ATX Mid Tower,10.0,1
160.0,157.0,,,,Micro ATX Mini Tower,-3.0,0
157.0,178.0,,,,ATX Mid Tower,21.0,1
154.0,169.0,,,,ATX Full Tower,15.0,1
155.0,185.0,,,,ATX Mid Tower,30.0,1
155.0,75.0,120.0,2,,Mini ITX Tower,-80.0,0
52.0,165.0,140.0,2,280.0,Micro ATX Mini Tower,113.0,1
161.0,68.0,120.0,2,,Mini ITX Tower,-93.0,0
154.0,70.0,,,,HTPC,-84.0,0
160.0,170.0,,,,ATX Mid Tower,10.0,1
81.0,170.0,120.0,3,360.0,ATX Mid Tower,89.0,1
130.0,193.0,,,,ATX Full Tower,63.0,1
154.0,165.0,,,,Mini ITX Tower,11.0,1
157.0,180.5,,,,EATX Mid Tower,23.5,1
65.0,180.0,,,360.0,ATX Mid Tower,115.0,1
55.0,157.0,,,240.0,Micro ATX Mini Tower,102.0,1
142.0,48.0,,,,Mini ITX Tower,-94.0,0
158.0,160.0,,,,ATX Mid Tower,2.0,1
150.0,185.0,,,,ATX Mid Tower,35.0,1
165.0,155.0,,,,Micro ATX Mid Tower,-10.0,0
166.0,163.0,120.0,,,ATX Mid Tower,-3.0,0
159.0,110.0,,,,Mini ITX Tower,-49.0,0
157.0,155.0,,,,ATX Mid Tower,-2.0,0
139.0,82.0,,,,Micro ATX Desktop,-57.0,0
154.0,210.0,,,,ATX Mid Tower,56.0,1
54.0,160.0,,,420.0,ATX Mid Tower,106.0,1
162.0,160.0,,,,ATX Mid Tower,-2.0,0
165.0,67.0,,,,Mini ITX Tower,-98.0,0
163.0,140.0,120.0,,,Mini ITX Tower,-23.0,0
143.0,172.0,,,,ATX Mid Tower,29.0,1
155.0,83.0,,,,Mini ITX Tower,-72.0,0
123.0,55.0,,,,Mini ITX Tower,-68.0,0
186.0,165.0,120.0,3,360.0,Micro ATX Mini Tower,-21.0,0
158.0,68.0,,,,Mini ITX Tower,-90.0,0
165.0,160.0,,,,EATX Mid Tower,-5.0,0
159.0,165.0,,,,ATX Mid Tower,6.0,1
68.0,182.0,,,360.0,ATX Full Tower,114.0,1
65.0,173.0,120.0,2,240.0,ATX Mid Tower,108.0,1
36.0,185.0,92.0,1,,ATX Mid Tower,149.0,1
158.0,154.0,,,,Micro ATX Mid Tower,-4.0,0
51.0,170.0,90.0,1,,ATX Mid Tower,119.0,1
154.0,120.0,,,,Mini ITX Tower,-34.0,0
159.0,155.0,,,,Micro ATX Mid Tower,-4.0,0
152.0,175.0,,,,ATX Mid Tower,23.0,1
140.0,170.0,,,,ATX Mid Tower,30.0,1
160.0,68.0,120.0,2,,Mini ITX Tower,-92.0,0
135.0,47.0,120.0,1,,Micro ATX Desktop,-88.0,0
70.0,173.0,,,240.0,ATX Mid Tower,103.0,1
157.0,58.0,,,,HTPC,-99.0,0
165.0,163.5,,,,Micro ATX Mid Tower,-1.5,0
160.0,165.0,,,,Micro ATX Mini Tower,5.0,1
166.0,170.0,,,,ATX Mid Tower,4.0,1
36.0,170.0,92.0,1,,ATX Mid Tower,134.0,1
397.0,160.0,120.0,3,360.0,ATX Mid Tower,-237.0,0
165.0,185.0,,,,ATX Mid Tower,20.0,1
170.0,165.0,,,,ATX Mid Tower,-5.0,0
152.0,185.0,,,,ATX Mid Tower,33.0,1
169.0,185.0,120.0,2,,ATX Full Tower,16.0,1
154.0,38.0,,,,Mini ITX Tower,-116.0,0
157.0,170.0,,,,EATX Full Tower,13.0,1
171.0,165.0,,,,ATX Mid Tower,-6.0,0
158.0,187.0,120.0,2,,ATX Mid Tower,29.0,1
156.0,169.0,,,,ATX Mid Tower,13.0,1
158.0,68.0,,,,Mini ITX Tower,-90.0,0
154.0,185.0,,,,ATX Mid Tower,31.0,1
155.0,135.0,,,,Micro ATX Mid Tower,-20.0,0
75.0,165.0,,,,Micro ATX Mini Tower,90.0,1
150.0,170.0,,,,ATX Mid Tower,20.0,1
158.0,83.0,,,,Mini ITX Tower,-75.0,0
55.0,47.0,,,360.0,Micro ATX Desktop,-8.0,0
170.0,82.0,,,,Mini ITX Tower,-88.0,0
60.0,67.0,,,360.0,Mini ITX Tower,7.0,1
67.0,185.0,,,,ATX Mid Tower,118.0,1
68.0,190.0,140.0,2,280.0,ATX Full Tower,122.0,1
186.0,176.0,120.0,3,360.0,ATX Full Tower,-10.0,0
158.0,160.0,,,,ATX Mini Tower,2.0,1
168.0,163.5,,,,Micro ATX Mini Tower,-4.5,0
169.0,160.0,,,,Micro ATX Mini Tower,-9.0,0
150.0,48.0,,,,Mini ITX Tower,-102.0,0
158.0,170.0,,,,ATX Mid Tower,12.0,1
158.0,65.0,,,,Mini ITX Tower,-93.0,0
52.0,185.0,,,360.0,ATX Mid Tower,133.0,1
155.0,70.0,120.0,1,,HTPC,-85.0,0
160.0,185.0,,,,ATX Mid Tower,25.0,1
135.0,58.0,,,,HTPC,-77.0,0
159.0,81.0,,,,Micro ATX Slim Tower,-78.0,0
157.0,185.0,,,,ATX Full Tower,28.0,1
158.0,83.0,,,,Mini ITX Tower,-75.0,0
65.0,175.0,,,,ATX Mid Tower,110.0,1
158.0,120.0,,,,Mini ITX Tower,-38.0,0
58.0,185.0,,,,ATX Mid Tower,127.0,1
155.0,61.0,,,,Mini ITX Tower,-94.0,0
168.0,167.0,,,,Micro ATX Mini Tower,-1.0,0
27.0,182.0,,,,ATX Mid Tower,155.0,1
145.0,77.0,,,,Mini ITX Tower,-68.0,0
161.0,150.0,,,,ATX Mid Tower,-11.0,0
154.0,170.0,,,,ATX Mid Tower,16.0,1
85.0,210.0,,,360.0,Micro ATX Mini Tower,125.0,1
155.0,83.0,,,,Mini ITX Tower,-72.0,0
158.0,48.0,,,,Mini ITX Tower,-110.0,0
81.0,75.0,,,,Micro ATX Mini Tower,-6.0,0
158.0,155.0,,,,Micro ATX Mini Tower,-3.0,0
54.0,170.0,,,360.0,EATX Mid Tower,116.0,1
60.0,170.0,,,,ATX Mid Tower,110.0,1
73.0,180.0,120.0,3,360.0,ATX Mid Tower,107.0,1
130.0,70.0,,,,Mini ITX Tower,-60.0,0
110.0,70.0,,,,Mini ITX Tower,-40.0,0
69.0,160.0,,,360.0,ATX Mid Tower,91.0,1
56.0,175.0,,,240.0,ATX Mid Tower,119.0,1
62.0,175.0,,,240.0,ATX Full Tower,113.0,1
150.0,65.0,,,,HTPC,-85.0,0
135.0,82.0,,,,Micro ATX Mid Tower,-53.0,0
53.0,185.0,120.0,3,360.0,ATX Mid Tower,132.0,1
125.0,114.0,,,,Mini ITX Tower,-11.0,0
152.0,174.0,,,,ATX Mid Tower,22.0,1
156.0,156.0,,,,ATX Mid Tower,0.0,1
159.0,155.0,,,,ATX Mid Tower,-4.0,0
162.0,173.0,,,,ATX Mid Tower,11.0,1
55.0,75.0,,,240.0,Micro ATX Mini Tower,20.0,1
158.0,175.0,140.0,2,,ATX Mid Tower,17.0,1
159.0,70.0,120.0,1,,HTPC,-89.0,0
163.0,156.0,,,,ATX Mid Tower,-7.0,0
154.0,175.0,,,,Micro ATX Mini Tower,21.0,1
160.0,160.0,,,,ATX Mid Tower,0.0,1
160.0,88.2,,,,ATX Mid Tower,-71.8,0
160.0,75.0,,,,Micro ATX Mini Tower,-85.0,0
36.0,180.0,,,,ATX Mid Tower,144.0,1
163.0,70.0,,,,HTPC,-93.0,0
155.0,175.0,,,,ATX Mid Tower,20.0,1
125.0,67.0,120.0,3,360.0,Mini ITX Tower,-58.0,0
150.0,145.0,,,,ATX Mid Tower,-5.0,0
155.0,150.0,,,,ATX Mid Tower,-5.0,0
169.0,155.0,,,,Micro ATX Mid Tower,-14.0,0
70.0,167.0,,,240.0,ATX Full Tower,97.0,1
168.0,167.0,,,,Mini ITX Tower,-1.0,0
153.0,150.0,,,,ATX Mid Tower,-3.0,0
159.0,165.0,,,,ATX Mid Tower,6.0,1
165.0,159.0,,,,ATX Mid Tower,-6.0,0
159.0,160.0,,,,Micro ATX Mid Tower,1.0,1
166.0,164.0,,,,Micro ATX Mini Tower,-2.0,0
68.0,180.0,,,,ATX Mid Tower,112.0,1
158.0,150.0,,,,Micro ATX Mid Tower,-8.0,0
170.0,70.0,,,,Mini ITX Tower,-100.0,0
162.0,160.0,,,,Micro ATX Mid Tower,-2.0,0
161.0,158.0,,,,ATX Full Tower,-3.0,0
38.0,210.0,,,360.0,Micro ATX Mini Tower,172.0,1
107.0,83.0,120.0,3,360.0,Mini ITX Tower,-24.0,0
165.0,140.0,,,,Mini ITX Tower,-25.0,0
166.0,160.0,,,,Micro ATX Mini Tower,-6.0,0
159.0,175.0,,,,ATX Mid Tower,16.0,1
152.0,114.0,,,,Mini ITX Tower,-38.0,0
125.0,77.0,,,,HTPC,-48.0,0
151.0,175.0,120.0,2,,ATX Mid Tower,24.0,1
56.0,175.0,,,,Micro ATX Mini Tower,119.0,1
145.0,183.0,,,,ATX Mid Tower,38.0,1
168.0,167.0,120.0,,,EATX Full Tower,-1.0,0
165.0,83.0,,,,Mini ITX Tower,-82.0,0
165.0,70.0,,,,Mini ITX Tower,-95.0,0
67.0,168.0,,,360.0,ATX Mid Tower,101.0,1
157.0,185.0,,,,ATX Mid Tower,28.0,1
53.0,163.0,,,360.0,ATX Mid Tower,110.0,1
157.0,185.0,,,,ATX Mid Tower,28.0,1
159.0,166.0,,,,Micro ATX Mid Tower,7.0,1
82.0,170.0,,3,360.0,ATX Mid Tower,88.0,1
157.0,156.0,,,,ATX Mid Tower,-1.0,0
159.0,138.0,,,,HTPC,-21.0,0
73.0,165.0,,,,Micro ATX Mini Tower,92.0,1
171.0,65.0,,,,Mini ITX Tower,-106.0,0
60.0,47.0,,,360.0,Micro ATX Desktop,-13.0,0
60.0,170.0,,,,ATX Mid Tower,110.0,1
158.0,138.0,,,,HTPC,-20.0,0
157.0,180.0,,,,Micro ATX Mini Tower,23.0,1
159.0,151.0,,,,Micro ATX Mini Tower,-8.0,0
158.0,155.0,,,,ATX Mid Tower,-3.0,0
159.0,48.0,,,,Mini ITX Tower,-111.0,0
153.0,151.0,,,,Micro ATX Mini Tower,-2.0,0
172.0,172.0,,,,ATX Mid Tower,0.0,1
82.0,162.0,,3,360.0,Micro ATX Mid Tower,80.0,1
147.0,83.0,,,,Mini ITX Tower,-64.0,0
48.0,47.0,,,120.0,Micro ATX Desktop,-1.0,0
157.0,170.0,,,,ATX Mid Tower,13.0,1
155.0,67.0,,,,Mini ITX Tower,-88.0,0
30.0,172.0,,,,Mini ITX Tower,142.0,1
62.0,180.0,,,360.0,ATX Mid Tower,118.0,1
148.0,160.0,,,,ATX Mid Tower,12.0,1
159.0,160.0,,,,Micro ATX Mini Tower,1.0,1
155.0,65.0,,,,HTPC,-90.0,0
56.0,160.0,120.0,,360.0,ATX Mid Tower,104.0,1
160.0,157.0,,,,ATX Mid Tower,-3.0,0
155.0,55.0,,,,Mini ITX Tower,-100.0,0
70.0,58.0,,,240.0,HTPC,-12.0,0
42.0,170.0,,,240.0,ATX Mid Tower,128.0,1
160.0,155.0,,,,ATX Mid Tower,-5.0,0
154.0,75.0,120.0,2,,Micro ATX Mini Tower,-79.0,0
41.0,170.0,,,,ATX Mid Tower,129.0,1
68.5,187.0,120.0,2,240.0,ATX Mid Tower,118.5,1
64.0,175.0,,,360.0,EATX Full Tower,111.0,1
155.0,180.0,,,,EATX Full Tower,25.0,1
156.0,154.0,,,,Micro ATX Mid Tower,-2.0,0
127.0,180.0,,,,Micro ATX Mini Tower,53.0,1
164.0,160.0,,,,ATX Mid Tower,-4.0,0
168.0,180.0,120.0,,,ATX Mid Tower,12.0,1
154.0,68.0,,,,Mini ITX Tower,-86.0,0
58.0,170.0,,,360.0,ATX Mid Tower,112.0,1
15.0,160.0,,,,ATX Mid Tower,145.0,1
169.0,156.0,,,,Micro ATX Mid Tower,-13.0,0
60.0,150.0,120.0,2,240.0,Micro ATX Mid Tower,90.0,1
110.0,48.0,,,,Mini ITX Tower,-62.0,0
136.0,165.0,,,,ATX Mid Tower,29.0,1
168.0,185.0,,,,ATX Mid Tower,17.0,1
136.0,88.2,,,,ATX Mid Tower,-47.8,0
156.0,150.0,,,,Micro ATX Mid Tower,-6.0,0
42.0,198.0,,,120.0,ATX Full Tower,156.0,1
159.0,150.0,,,,ATX Mid Tower,-9.0,0
155.0,70.0,120.0,,,Mini ITX Tower,-85.0,0
158.0,155.0,,,,Micro ATX Mini Tower,-3.0,0
165.0,150.0,,,,ATX Mid Tower,-15.0,0
136.0,65.0,,,,HTPC,-71.0,0
51.0,160.0,,,240.0,ATX Mid Tower,109.0,1
53.0,157.0,,,360.0,Micro ATX Mini Tower,104.0,1
65.0,48.0,,,240.0,Mini ITX Tower,-17.0,0
397.0,180.0,120.0,3,360.0,ATX Mid Tower,-217.0,0
158.0,155.0,120.0,2,,Micro ATX Mid Tower,-3.0,0
116.0,210.0,120.0,3,360.0,Micro ATX Mini Tower,94.0,1
