storage_id,motherboard_id,storage_type,storage_capacity,storage_form_factor,storage_interface,storage_nvme,motherboard_m2_slots,motherboard_pcie_slots,motherboard_pcie_x16_slots,motherboard_pcie_x8_slots,motherboard_pcie_x4_slots,motherboard_pcie_x1_slots,motherboard_pcie_gen3_slots,motherboard_pcie_gen4_slots,motherboard_pcie_gen5_slots,motherboard_pcie_max_gen,motherboard_form_factor,motherboard_ram_type,storage_m2_slot_ok,label
aa0012c9-9055-4764-997e-bd195d303216,991ed0cc-1693-4f88-8421-7366dd76b846,SSD,240.0,m.2-2280,m.2 sata,false,0,0,0,0,0,0,0,0,0,0,ATX,DDR4,0,0
13612290-adf2-4c7f-8acf-0955ef74bbe0,abef8291-8eec-4c66-b9e7-c63a6fc0a258,SSD,2000.0,m.2-2280,m.2 pcie 4.0 x4,true,0,2,1,0,0,1,0,2,0,4.0,Micro ATX,DDR3,0,0
ddca6880-d65a-4546-92bc-64f0ea788bda,dd911c45-f8f6-4771-934f-6ee86056b312,SSD,380.0,m.2-22110,m.2 pcie 3.0 x4,true,2,4,1,0,0,3,1,0,0,3.0,Micro ATX,DDR4,1,1
228afd1d-10ae-4aab-ad5c-1efa8981b4c3,142c5333-ec44-4ef0-aa5f-6233e3ae3113,SSD,1000.0,m.2-2280,m.2 pcie 5.0 x4,true,2,1,1,0,0,0,0,1,0,4.0,Mini ITX,DDR4,1,1
09482c45-ef34-4f0b-929f-5701cb277a78,f537bd8c-5f9f-4185-ab92-45c897668ab9,SSD,4000.0,m.2-2280,m.2 pcie 4.0 x4,true,0,7,4,0,0,3,0,7,0,4.0,ATX,DDR3,0,0
88aa7f5c-abdd-4ee5-943a-6a11de9f2b3f,f37e940f-d932-455e-8321-09db8c425b96,SSD,2000.0,m.2-2230,m.2 pcie 4.0 x4,true,0,2,1,0,0,1,0,2,0,4.0,Micro ATX,DDR3,0,0
3b8b3b18-bdea-44c8-bd9e-9112933c6a47,d88d1fda-d7b2-4df3-b012-484938d06668,SSD,960.0,m.2-2280,m.2 pcie 3.0 x4,true,0,5,2,0,0,3,0,5,0,4.0,ATX,DDR3,0,0
62202c8e-6a85-4ba5-947c-6f2bccf3da3e,da643ce9-1675-4835-99ef-b616351e3e80,SSD,500.0,m.2-2280,m.2 pcie 4.0 x4,true,0,4,2,0,0,2,0,4,0,4.0,ATX,DDR3,0,0
98998600-aa96-4731-8a09-d84efc6a6811,31f81703-90d2-40a0-b7d5-e5222615da62,SSD,1000.0,m.2-2280,m.2 pcie 3.0 x4,true,0,6,3,3,0,0,0,6,0,4.0,EATX,DDR3,0,0
e76cf7b3-7fbe-405e-9c13-db6ad388f29b,625a922d-79e9-4563-9636-f05b8fcdc6a9,SSD,1000.0,m.2-2280,m.2 pcie 3.0 x4,true,0,4,2,0,0,2,0,4,0,4.0,ATX,DDR3,0,0
9e82b6b9-5677-4d4b-9560-bed803dd6d4c,f652d5a9-5c9e-4f68-aeb1-be5cec81c2ff,SSD,256.0,m.2-2280,m.2 pcie 3.0 x4,true,1,1,1,0,0,0,0,1,0,4.0,Mini ITX,DDR4,1,1
fa53b410-9237-4c62-824c-a00a82b60213,14d30c96-3712-4388-b4a0-49076859570e,SSD,512.0,m.2-2280,m.2 pcie 4.0 x4,true,0,4,2,0,0,2,0,4,0,4.0,ATX,DDR3,0,0
43a99502-adfb-4066-a781-b0cb45f26921,83ef3a33-d940-4bee-9147-29a5ceab22bb,SSD,256.0,m.2-2280,m.2 pcie 3.0 x4,true,0,7,7,0,0,0,0,7,0,4.0,XL ATX,DDR3,0,0
24593542-a46c-44b1-be64-8d53e8dc763c,2bcb44d8-f6ec-44ec-ae2b-1314c3d59d61,SSD,1000.0,m.2-2230,m.2 pcie 4.0 x4,true,3,5,2,0,0,3,5,0,0,3.0,ATX,DDR4,1,1
69f1a6e6-84eb-461b-b86d-26178f84a1f4,639cfa38-1bca-4df8-a5e5-cacad9582aa5,SSD,128.0,m.2-2280,m.2 pcie 3.0 x4,true,0,5,5,0,0,0,0,5,0,4.0,EATX,DDR4,0,0
